mother_has_secondary_education,mother_has_college_education,birth_month_num,birth_month_name,gender,internet_connection,repeated_secondary,score_math,n_students_in_school
1.0,1.0,7,July,Female,Yes,"No, never",473.38190000000003,1309.0
1.0,1.0,4,April,Male,Yes,"No, never",511.99580000000003,1309.0
1.0,0.0,1,January,Female,Yes,"No, never",496.37919999999997,1309.0
1.0,1.0,11,November,Male,Yes,"No, never",458.8911,1309.0
1.0,1.0,9,September,Male,Yes,"No, never",465.6271,1309.0
1.0,1.0,7,July,Male,Yes,"No, never",502.8846,1309.0
1.0,1.0,3,March,Female,Yes,"No, never",462.92299999999994,1309.0
1.0,1.0,4,April,Male,Yes,"No, never",532.1795,1309.0
1.0,1.0,11,November,Male,Yes,"No, never",359.5835,1309.0
1.0,0.0,11,November,Female,Yes,"Yes, once",459.16040000000004,548.0
1.0,0.0,8,August,Female,Yes,"No, never",545.3111999999999,548.0
1.0,0.0,10,October,Male,Yes,"Yes, once",445.2585,548.0
1.0,0.0,1,January,Male,Yes,"Yes, once",420.1361,548.0
1.0,1.0,10,October,Female,Yes,,370.7106,548.0
1.0,0.0,3,March,Female,Yes,"No, never",490.2218,548.0
0.0,1.0,4,April,Male,Yes,"No, never",511.07210000000003,548.0
1.0,1.0,12,December,Female,Yes,"No, never",426.58240000000006,548.0
0.0,0.0,10,October,Male,Yes,"Yes, once",507.98709999999994,548.0
1.0,1.0,5,May,Male,Yes,"No, never",583.0661000000001,548.0
1.0,1.0,5,May,Male,Yes,"No, never",603.9236999999999,548.0
1.0,1.0,7,July,Female,Yes,"No, never",543.7229000000001,548.0
1.0,0.0,8,August,Male,Yes,"No, never",578.3145999999999,548.0
1.0,1.0,4,April,Female,Yes,"No, never",501.70470000000006,548.0
1.0,0.0,11,November,Male,Yes,"Yes, once",506.4046,548.0
0.0,0.0,9,September,Male,Yes,"No, never",532.2796,548.0
1.0,1.0,1,January,Female,Yes,"No, never",487.5723,548.0
1.0,0.0,7,July,Male,Yes,"Yes, once",498.8104,548.0
,1.0,8,August,Male,Yes,"Yes, once",401.9145,548.0
1.0,1.0,7,July,Female,Yes,"No, never",479.48679999999996,548.0
1.0,1.0,9,September,Female,Yes,"No, never",587.9527999999999,548.0
1.0,0.0,7,July,Male,Yes,"Yes, once",503.27289999999994,548.0
1.0,0.0,6,June,Female,Yes,"No, never",496.56329999999997,548.0
1.0,1.0,4,April,Female,Yes,"Yes, once",367.64789999999994,548.0
1.0,1.0,2,February,Male,Yes,"No, never",460.8227,548.0
1.0,0.0,10,October,Female,Yes,"No, never",554.5015,548.0
1.0,1.0,9,September,Male,Yes,"No, never",565.1973,548.0
0.0,0.0,4,April,Male,Yes,"Yes, once",337.3788,548.0
0.0,0.0,8,August,Female,Yes,"No, never",554.7289,548.0
1.0,0.0,2,February,Male,Yes,"Yes, once",478.36310000000003,548.0
1.0,1.0,11,November,Female,Yes,"No, never",498.61430000000007,548.0
1.0,0.0,1,January,Male,Yes,"Yes, once",455.44570000000004,548.0
1.0,0.0,9,September,Male,No,"Yes, once",492.54470000000003,548.0
1.0,0.0,5,May,Male,Yes,"No, never",534.3679,548.0
1.0,,12,December,Female,Yes,"No, never",398.4779,548.0
0.0,0.0,5,May,Female,Yes,"Yes, twice or more",317.93809999999996,548.0
1.0,0.0,3,March,Female,No,"No, never",559.5319,548.0
1.0,1.0,7,July,Female,Yes,"No, never",438.90569999999997,120.0
1.0,0.0,5,May,Female,Yes,"Yes, once",409.8882,120.0
1.0,0.0,9,September,Male,Yes,"Yes, once",345.305,120.0
0.0,0.0,12,December,Female,Yes,"No, never",518.9726,120.0
1.0,1.0,4,April,Male,Yes,"No, never",639.9521000000001,120.0
1.0,1.0,1,January,Male,Yes,"No, never",437.592,120.0
1.0,1.0,6,June,Male,Yes,"Yes, once",402.9643,120.0
1.0,0.0,12,December,Male,Yes,"No, never",531.2175,120.0
1.0,1.0,5,May,Male,Yes,"No, never",523.1771,120.0
1.0,1.0,9,September,Female,Yes,"No, never",488.8379999999999,120.0
1.0,0.0,9,September,Female,Yes,"Yes, once",318.90639999999996,120.0
0.0,0.0,11,November,Female,Yes,"Yes, once",341.79540000000003,120.0
0.0,0.0,8,August,Male,Yes,"Yes, once",297.4491,120.0
1.0,1.0,11,November,Male,Yes,"No, never",344.4896,120.0
1.0,1.0,3,March,Male,Yes,"No, never",418.60069999999996,120.0
1.0,0.0,5,May,Male,Yes,"No, never",463.61080000000004,120.0
1.0,1.0,11,November,Male,Yes,"Yes, once",396.3275,120.0
0.0,0.0,2,February,Female,Yes,"No, never",481.50519999999995,120.0
1.0,0.0,9,September,Male,Yes,"Yes, once",369.4022,120.0
0.0,1.0,2,February,Female,Yes,"Yes, once",385.4465,120.0
1.0,0.0,9,September,Male,Yes,"Yes, once",428.0787,971.0
1.0,1.0,6,June,Female,Yes,"No, never",530.5171,971.0
1.0,0.0,5,May,Male,Yes,"No, never",618.6765,971.0
1.0,1.0,12,December,Male,Yes,"No, never",570.3936000000001,971.0
1.0,0.0,8,August,Female,Yes,"No, never",526.7293999999999,971.0
1.0,1.0,9,September,Male,Yes,"No, never",514.8903,971.0
1.0,1.0,6,June,Female,Yes,"No, never",524.4424,971.0
1.0,1.0,12,December,Male,Yes,"No, never",542.8516,971.0
1.0,,5,May,Female,Yes,"No, never",550.7711,971.0
1.0,1.0,2,February,Female,Yes,"No, never",630.3482,971.0
1.0,0.0,10,October,Female,Yes,"No, never",533.7064,971.0
1.0,0.0,6,June,Male,Yes,"No, never",491.46229999999997,971.0
1.0,1.0,3,March,Female,Yes,"No, never",513.7054,971.0
1.0,0.0,5,May,Female,Yes,"No, never",484.9178999999999,971.0
1.0,1.0,12,December,Female,Yes,"Yes, once",351.0763,971.0
1.0,0.0,6,June,Female,Yes,"No, never",487.7514,971.0
1.0,1.0,9,September,Male,Yes,"No, never",499.9198,971.0
1.0,1.0,9,September,Female,Yes,"No, never",511.41089999999997,971.0
1.0,1.0,1,January,Male,Yes,"No, never",566.7864999999999,971.0
1.0,0.0,11,November,Male,Yes,"Yes, once",372.8475,971.0
1.0,1.0,1,January,Male,Yes,"No, never",644.0040999999999,971.0
1.0,1.0,5,May,Female,Yes,"No, never",541.7582,971.0
,,4,April,Male,Yes,"No, never",490.19609999999994,971.0
1.0,1.0,7,July,Male,Yes,"No, never",457.0384,971.0
1.0,1.0,5,May,Male,Yes,"No, never",648.4386999999999,971.0
1.0,1.0,4,April,Male,Yes,"No, never",464.1074,971.0
1.0,1.0,7,July,Male,Yes,"No, never",565.9505999999999,971.0
1.0,,11,November,Female,Yes,"No, never",387.92179999999996,971.0
1.0,1.0,6,June,Male,Yes,"Yes, once",378.1891,971.0
1.0,0.0,5,May,Female,Yes,"No, never",586.6798999999999,971.0
1.0,1.0,1,January,Male,Yes,"No, never",519.3412000000001,971.0
1.0,1.0,10,October,Male,Yes,"No, never",544.3138,971.0
1.0,0.0,10,October,Female,Yes,"No, never",536.8679,971.0
1.0,1.0,10,October,Female,Yes,"No, never",595.1434,971.0
,,5,May,Male,Yes,"No, never",434.0996,971.0
1.0,1.0,10,October,Female,Yes,"No, never",557.9113999999998,971.0
1.0,1.0,1,January,Female,Yes,"No, never",490.3969,971.0
1.0,1.0,11,November,Male,Yes,"No, never",456.725,971.0
1.0,1.0,5,May,Female,Yes,"No, never",534.6521,971.0
1.0,1.0,6,June,Male,Yes,"No, never",521.6801,971.0
1.0,1.0,5,May,Female,Yes,"No, never",542.8679,971.0
1.0,1.0,7,July,Male,Yes,,476.204,971.0
1.0,1.0,4,April,Male,Yes,"No, never",543.3185,1221.0
1.0,1.0,12,December,Female,Yes,"No, never",520.0746000000001,1221.0
1.0,1.0,3,March,Male,Yes,"No, never",557.4424999999999,1221.0
1.0,1.0,6,June,Female,Yes,"No, never",520.0085,1221.0
1.0,1.0,8,August,Female,Yes,"No, never",491.15689999999995,1221.0
1.0,1.0,8,August,Male,Yes,"No, never",498.59760000000006,1221.0
1.0,1.0,1,January,Female,Yes,"No, never",414.5236,1221.0
1.0,0.0,2,February,Male,Yes,"No, never",579.6628,1221.0
1.0,1.0,8,August,Male,Yes,"No, never",439.93590000000006,1221.0
1.0,1.0,1,January,Female,Yes,"No, never",523.2064,1221.0
1.0,1.0,1,January,Male,Yes,"No, never",639.1753,1221.0
1.0,1.0,5,May,Female,Yes,"No, never",620.1041,1221.0
1.0,1.0,8,August,Male,Yes,"No, never",585.5997,1221.0
1.0,1.0,5,May,Female,Yes,"No, never",412.3947,1221.0
1.0,1.0,10,October,Male,Yes,"No, never",511.24440000000004,1221.0
1.0,1.0,10,October,Male,Yes,"No, never",495.0936,1221.0
1.0,1.0,5,May,Male,Yes,"No, never",521.5550999999999,1221.0
1.0,1.0,2,February,Female,Yes,"No, never",545.1924,1221.0
1.0,1.0,9,September,Female,Yes,"No, never",517.9867,1221.0
1.0,1.0,11,November,Female,Yes,"No, never",562.269,1221.0
1.0,1.0,3,March,Male,Yes,"No, never",511.99219999999997,1221.0
1.0,1.0,10,October,Male,Yes,"No, never",670.1041,1221.0
1.0,0.0,6,June,Female,Yes,"No, never",498.9165,1221.0
1.0,1.0,4,April,Female,Yes,"No, never",595.3054,1221.0
1.0,1.0,3,March,Female,Yes,"No, never",582.047,1221.0
1.0,1.0,4,April,Female,Yes,"No, never",569.958,1221.0
1.0,1.0,3,March,Female,Yes,"No, never",534.6922999999999,1221.0
1.0,,11,November,Female,Yes,"No, never",415.21580000000006,1221.0
0.0,1.0,12,December,Female,Yes,"No, never",528.3353,1221.0
1.0,1.0,3,March,Male,Yes,"No, never",562.2918999999999,1221.0
1.0,1.0,6,June,Male,Yes,"No, never",590.8228999999999,1221.0
1.0,1.0,4,April,Female,Yes,"No, never",561.4874,1221.0
1.0,1.0,5,May,Female,Yes,"No, never",469.7665,1221.0
1.0,1.0,3,March,Male,Yes,"No, never",658.9167999999999,1221.0
1.0,0.0,1,January,Male,Yes,"No, never",568.2179,1221.0
1.0,1.0,7,July,Male,Yes,"No, never",653.7888,1221.0
1.0,0.0,11,November,Female,Yes,"No, never",520.4941999999999,1221.0
1.0,0.0,11,November,Male,Yes,"No, never",603.6629,1221.0
1.0,1.0,4,April,Male,Yes,"No, never",445.3540999999999,1221.0
1.0,1.0,7,July,Female,Yes,"No, never",562.7526,1221.0
1.0,1.0,4,April,Male,Yes,"No, never",628.5998,1221.0
1.0,0.0,4,April,Male,Yes,"No, never",580.4383,1221.0
0.0,0.0,11,November,Female,Yes,"No, never",464.64889999999997,795.0
1.0,0.0,3,March,Female,Yes,"No, never",500.71809999999994,795.0
1.0,,9,September,Male,Yes,,440.78639999999996,795.0
1.0,1.0,11,November,Female,Yes,"No, never",462.721,795.0
1.0,0.0,11,November,Male,Yes,"Yes, once",434.46930000000003,795.0
1.0,,7,July,Female,Yes,"No, never",479.04439999999994,795.0
1.0,,6,June,Male,Yes,"No, never",480.7751,795.0
0.0,0.0,8,August,Male,Yes,"No, never",467.9820000000001,795.0
1.0,0.0,10,October,Male,Yes,"Yes, once",430.07109999999994,795.0
1.0,1.0,5,May,Female,Yes,"Yes, once",406.57899999999995,795.0
1.0,1.0,3,March,Male,Yes,"No, never",527.4902999999999,795.0
1.0,1.0,7,July,Female,Yes,"No, never",433.8648,795.0
1.0,0.0,12,December,Male,Yes,"No, never",513.7481,795.0
1.0,1.0,7,July,Male,Yes,"No, never",452.92150000000004,795.0
1.0,0.0,1,January,Female,Yes,"Yes, once",397.95369999999997,795.0
1.0,1.0,11,November,Female,Yes,"No, never",480.00600000000003,795.0
1.0,0.0,1,January,Female,Yes,"No, never",457.68410000000006,795.0
1.0,,6,June,Female,Yes,"Yes, once",317.4001999999999,795.0
1.0,1.0,1,January,Female,Yes,"No, never",508.1522,795.0
1.0,1.0,6,June,Male,Yes,"No, never",500.20769999999993,795.0
1.0,0.0,8,August,Male,Yes,"Yes, once",453.619,795.0
1.0,,11,November,Female,Yes,"No, never",510.7036,795.0
0.0,0.0,6,June,Male,Yes,"Yes, once",370.1852,795.0
1.0,0.0,11,November,Female,Yes,"No, never",461.95439999999996,795.0
0.0,0.0,6,June,Female,Yes,"No, never",464.3429,795.0
1.0,1.0,8,August,Male,Yes,"No, never",480.0817,795.0
1.0,0.0,9,September,Female,Yes,"No, never",498.433,795.0
1.0,0.0,7,July,Male,Yes,"No, never",559.2179,795.0
1.0,0.0,12,December,Female,Yes,"No, never",561.2446,795.0
1.0,1.0,11,November,Female,Yes,"No, never",424.50109999999995,795.0
0.0,0.0,8,August,Male,Yes,"No, never",367.94289999999995,795.0
1.0,0.0,11,November,Female,Yes,,396.2178,795.0
1.0,0.0,1,January,Female,Yes,"No, never",479.8965,795.0
1.0,1.0,10,October,Male,Yes,"No, never",565.8225999999999,795.0
1.0,1.0,2,February,Female,Yes,"No, never",463.0601,795.0
1.0,0.0,7,July,Female,Yes,"No, never",543.25,795.0
1.0,1.0,10,October,Male,Yes,"No, never",564.0756000000001,795.0
1.0,1.0,6,June,Male,Yes,"No, never",448.5831,795.0
1.0,1.0,3,March,Male,Yes,"Yes, once",399.7515,795.0
,,6,June,Male,,,364.39869999999996,464.0
1.0,0.0,9,September,Male,Yes,"Yes, once",517.3619,464.0
,,7,July,Female,,,533.7344,464.0
1.0,0.0,2,February,Female,Yes,"No, never",479.1330999999999,464.0
1.0,1.0,12,December,Female,Yes,"No, never",499.6451,464.0
1.0,1.0,7,July,Female,Yes,"No, never",383.7078,464.0
0.0,0.0,12,December,Male,Yes,"No, never",585.6803,464.0
1.0,1.0,3,March,Female,Yes,"No, never",486.18379999999996,464.0
0.0,0.0,1,January,Male,No,"Yes, once",385.1699,464.0
0.0,0.0,12,December,Male,Yes,"Yes, once",367.1945,464.0
1.0,1.0,6,June,Female,Yes,"No, never",467.08539999999994,464.0
1.0,,4,April,Female,Yes,"No, never",406.9771999999999,464.0
1.0,0.0,10,October,Male,Yes,"No, never",497.995,464.0
0.0,0.0,9,September,Male,Yes,"No, never",531.0535,464.0
0.0,0.0,8,August,Male,Yes,"Yes, once",400.87199999999996,464.0
1.0,1.0,1,January,Female,Yes,"No, never",510.9030000000001,464.0
1.0,0.0,1,January,Male,Yes,"Yes, once",403.0305,464.0
1.0,0.0,9,September,Male,Yes,"No, never",515.091,464.0
1.0,0.0,1,January,Male,Yes,"Yes, once",399.32050000000004,464.0
1.0,,6,June,Female,Yes,"No, never",500.1856000000001,464.0
,,9,September,Female,Yes,"Yes, once",387.052,464.0
,,12,December,Female,,,512.8059999999999,464.0
1.0,1.0,11,November,Female,Yes,"Yes, once",466.87880000000007,464.0
1.0,,7,July,Male,Yes,"Yes, once",376.23099999999994,464.0
1.0,0.0,9,September,Female,Yes,"No, never",497.2009,464.0
1.0,1.0,10,October,Female,Yes,"No, never",522.2561999999999,464.0
1.0,0.0,2,February,Male,Yes,"Yes, once",439.57699999999994,464.0
1.0,0.0,6,June,Female,Yes,"Yes, once",331.2854,464.0
1.0,1.0,1,January,Male,Yes,"No, never",572.0070000000001,464.0
1.0,1.0,12,December,Female,Yes,"Yes, once",372.915,464.0
1.0,1.0,2,February,Female,Yes,"No, never",587.9255,464.0
0.0,0.0,10,October,Male,Yes,"Yes, once",435.4545999999999,464.0
1.0,1.0,6,June,Male,Yes,"Yes, once",372.0702,464.0
1.0,,10,October,Female,Yes,"No, never",422.1014,464.0
1.0,1.0,2,February,Female,Yes,"Yes, once",440.0424999999999,464.0
0.0,0.0,4,April,Male,Yes,"Yes, once",390.264,464.0
1.0,1.0,4,April,Male,Yes,"No, never",502.3184000000001,1291.0
1.0,1.0,9,September,Male,Yes,"No, never",425.8887,1291.0
1.0,1.0,9,September,Female,Yes,"No, never",433.05830000000003,1291.0
1.0,1.0,9,September,Male,Yes,"No, never",562.62,1291.0
1.0,1.0,8,August,Female,Yes,"No, never",533.4222,1291.0
1.0,1.0,5,May,Male,Yes,"No, never",580.9784,1291.0
1.0,1.0,7,July,Male,Yes,"No, never",530.4177999999999,1291.0
1.0,1.0,5,May,Male,Yes,"No, never",527.2065,1291.0
1.0,1.0,3,March,Male,Yes,"No, never",629.0233999999999,1291.0
1.0,1.0,2,February,Female,Yes,"No, never",444.7791,1291.0
1.0,1.0,9,September,Male,Yes,"No, never",523.1384999999999,1291.0
1.0,0.0,9,September,Female,Yes,"No, never",495.1426,1291.0
1.0,1.0,3,March,Female,Yes,"No, never",581.2781000000001,1291.0
1.0,1.0,4,April,Male,Yes,"Yes, once",390.909,1291.0
1.0,1.0,8,August,Male,Yes,"No, never",554.0778,1291.0
1.0,1.0,8,August,Female,Yes,"No, never",467.1435,1291.0
1.0,1.0,3,March,Female,Yes,"No, never",453.82660000000004,1291.0
1.0,0.0,1,January,Male,Yes,"No, never",433.17560000000003,1291.0
1.0,1.0,11,November,Female,Yes,"No, never",520.9451,1291.0
1.0,1.0,1,January,Male,Yes,"No, never",496.0123,1291.0
1.0,1.0,11,November,Female,Yes,"No, never",439.44669999999996,1291.0
1.0,1.0,6,June,Male,Yes,"No, never",580.8080000000001,1291.0
1.0,1.0,1,January,Female,Yes,"No, never",545.913,1291.0
1.0,1.0,12,December,Female,Yes,"No, never",461.4043,1291.0
1.0,1.0,8,August,Male,Yes,"No, never",589.7803,1291.0
1.0,1.0,4,April,Male,Yes,"No, never",474.8093,1291.0
1.0,0.0,3,March,Male,Yes,"No, never",517.3835000000001,1291.0
1.0,1.0,10,October,Female,Yes,"No, never",508.8295,1291.0
1.0,1.0,1,January,Male,Yes,"No, never",490.87519999999995,1291.0
,1.0,6,June,Female,Yes,"No, never",571.0204,1291.0
1.0,1.0,10,October,Female,Yes,"No, never",664.2185999999999,1291.0
1.0,1.0,7,July,Female,Yes,"No, never",606.0758,1291.0
1.0,1.0,2,February,Male,Yes,"No, never",510.3158,1291.0
1.0,0.0,6,June,Female,Yes,"No, never",518.2048000000001,1291.0
1.0,0.0,9,September,Male,Yes,"No, never",577.1993,1291.0
1.0,1.0,6,June,Male,Yes,"No, never",618.6857,1291.0
1.0,1.0,9,September,Female,Yes,"No, never",616.9936,1291.0
1.0,1.0,7,July,Female,Yes,"No, never",513.6351999999999,1291.0
,1.0,1,January,Male,Yes,"No, never",477.3678,1291.0
,,4,April,Female,Yes,,457.7665,1291.0
1.0,1.0,10,October,Female,Yes,"No, never",510.2682000000001,1291.0
1.0,1.0,8,August,Female,Yes,"No, never",491.6333999999999,1228.0
1.0,0.0,7,July,Female,Yes,"No, never",450.86679999999996,1228.0
1.0,1.0,12,December,Female,Yes,"No, never",545.4786,1228.0
1.0,1.0,4,April,Male,Yes,"No, never",572.3859,1228.0
1.0,0.0,9,September,Female,Yes,"No, never",443.9707,1228.0
1.0,1.0,10,October,Female,Yes,"No, never",490.51210000000003,1228.0
1.0,1.0,3,March,Male,Yes,"No, never",533.3181,1228.0
1.0,1.0,3,March,Female,Yes,"No, never",651.1571,1228.0
1.0,1.0,6,June,Female,Yes,"No, never",530.3799999999999,1228.0
1.0,1.0,3,March,Male,Yes,"No, never",498.97740000000005,1228.0
1.0,1.0,4,April,Female,Yes,"No, never",530.7112,1228.0
1.0,1.0,9,September,Male,Yes,"No, never",473.0304,1228.0
1.0,1.0,6,June,Male,Yes,"No, never",619.0861,1228.0
1.0,1.0,12,December,Male,Yes,"No, never",588.2541,1228.0
1.0,1.0,4,April,Male,Yes,"No, never",598.8046999999999,1228.0
1.0,1.0,10,October,Female,Yes,"No, never",555.3221,1228.0
1.0,1.0,1,January,Male,Yes,"No, never",624.0204,1228.0
1.0,1.0,2,February,Female,Yes,"No, never",439.7370000000001,1228.0
1.0,1.0,7,July,Female,Yes,"No, never",626.0934,1228.0
1.0,1.0,9,September,Male,Yes,"No, never",440.62489999999997,1228.0
1.0,1.0,11,November,Female,Yes,"No, never",461.6412,1228.0
1.0,1.0,4,April,Male,Yes,"No, never",547.2823,1228.0
1.0,1.0,8,August,Male,Yes,"No, never",481.3499,1228.0
1.0,1.0,10,October,Female,Yes,"No, never",591.4761,1228.0
1.0,1.0,10,October,Female,Yes,"No, never",489.0067,1228.0
1.0,1.0,7,July,Male,Yes,"No, never",578.2231,1228.0
1.0,1.0,9,September,Male,Yes,"No, never",575.3236,1228.0
1.0,1.0,9,September,Female,Yes,"No, never",569.5648,1228.0
1.0,1.0,5,May,Male,Yes,"No, never",626.4172000000001,1228.0
1.0,1.0,3,March,Male,Yes,"No, never",563.5020000000001,1228.0
1.0,1.0,4,April,Male,Yes,"No, never",508.8673,1228.0
1.0,1.0,10,October,Male,Yes,"No, never",520.9052,1228.0
1.0,1.0,5,May,Male,Yes,"No, never",513.1418,1228.0
1.0,1.0,3,March,Female,Yes,"No, never",495.11539999999997,1228.0
1.0,1.0,9,September,Female,Yes,"No, never",662.7783000000001,1228.0
1.0,1.0,4,April,Male,Yes,"No, never",484.37249999999995,1228.0
1.0,1.0,3,March,Male,Yes,"No, never",543.9082000000001,1228.0
1.0,1.0,5,May,Female,Yes,"No, never",570.0903000000001,1228.0
1.0,1.0,10,October,Female,Yes,"No, never",657.8883000000001,1228.0
1.0,1.0,2,February,Female,Yes,"No, never",674.5509,1228.0
1.0,0.0,11,November,Male,Yes,"No, never",377.11530000000005,1000.0
1.0,1.0,7,July,Female,Yes,"No, never",510.61839999999995,1000.0
1.0,1.0,9,September,Male,Yes,"No, never",514.3769,1000.0
1.0,0.0,9,September,Female,Yes,"No, never",438.00550000000004,1000.0
1.0,1.0,11,November,Female,Yes,"No, never",514.924,1000.0
1.0,1.0,9,September,Female,Yes,"No, never",528.4068,1000.0
1.0,1.0,3,March,Male,Yes,"No, never",544.4281,1000.0
0.0,0.0,11,November,Male,Yes,"No, never",347.9044,1000.0
,,10,October,Male,Yes,,327.5783,1000.0
1.0,1.0,12,December,Female,Yes,"No, never",386.7996,1000.0
1.0,1.0,5,May,Male,Yes,"No, never",518.2407,1000.0
1.0,0.0,4,April,Female,Yes,,325.89860000000004,1000.0
1.0,0.0,4,April,Male,Yes,"No, never",488.4509999999999,1000.0
1.0,1.0,6,June,Male,Yes,"No, never",478.45649999999995,1000.0
1.0,1.0,8,August,Male,Yes,"No, never",483.9607,1000.0
1.0,0.0,6,June,Male,Yes,"No, never",397.2438000000001,1000.0
1.0,0.0,1,January,Female,Yes,"Yes, once",277.01410000000004,1000.0
1.0,0.0,10,October,Female,Yes,"Yes, once",334.181,1000.0
1.0,1.0,5,May,Male,Yes,"No, never",502.9932,1000.0
1.0,1.0,6,June,Male,Yes,"No, never",412.51480000000004,1000.0
1.0,1.0,4,April,Male,Yes,,490.30190000000005,1000.0
0.0,0.0,1,January,Female,Yes,"Yes, once",313.1844,1000.0
1.0,1.0,10,October,Male,Yes,"No, never",472.04169999999993,1000.0
1.0,1.0,6,June,Female,Yes,"No, never",547.8299000000001,1000.0
1.0,1.0,11,November,Male,Yes,"No, never",547.8402,1000.0
0.0,0.0,8,August,Female,Yes,"Yes, once",294.62219999999996,1000.0
1.0,1.0,10,October,Female,Yes,"No, never",403.53610000000003,1000.0
1.0,1.0,9,September,Female,Yes,"No, never",458.558,1000.0
1.0,1.0,9,September,Male,,"No, never",497.8169,1000.0
,,12,December,Male,Yes,"Yes, once",431.99830000000003,1000.0
1.0,0.0,9,September,Female,Yes,"No, never",444.7473,1000.0
1.0,0.0,8,August,Female,Yes,"No, never",486.0224999999999,1000.0
,0.0,9,September,Female,Yes,"No, never",490.0476,1000.0
1.0,1.0,4,April,Female,Yes,"No, never",530.1850000000001,903.0
1.0,1.0,4,April,Male,Yes,"No, never",434.3672,903.0
1.0,1.0,8,August,Male,Yes,"No, never",491.30319999999995,903.0
1.0,0.0,2,February,Female,Yes,"No, never",620.2041,903.0
1.0,0.0,2,February,Male,Yes,"No, never",627.643,903.0
1.0,1.0,11,November,Female,Yes,"No, never",630.9736,903.0
1.0,1.0,12,December,Female,Yes,"No, never",603.3055999999999,903.0
1.0,1.0,9,September,Female,Yes,"No, never",618.2548,903.0
1.0,1.0,2,February,Female,Yes,"No, never",600.0772,903.0
1.0,0.0,6,June,Male,Yes,"No, never",537.7038,903.0
1.0,1.0,5,May,Male,Yes,"Yes, once",372.1744,903.0
1.0,0.0,4,April,Male,Yes,"Yes, once",497.63809999999995,903.0
1.0,1.0,8,August,Female,Yes,"No, never",549.0645000000002,903.0
1.0,1.0,9,September,Male,Yes,"No, never",484.90469999999993,903.0
1.0,1.0,10,October,Female,Yes,"No, never",473.425,903.0
1.0,1.0,9,September,Female,Yes,"Yes, once",476.29049999999995,903.0
1.0,1.0,6,June,Female,Yes,"No, never",463.7222,903.0
1.0,1.0,12,December,Female,Yes,"Yes, once",494.5921,903.0
1.0,1.0,12,December,Female,Yes,"Yes, once",415.1064,903.0
0.0,0.0,3,March,Male,Yes,"No, never",589.3381999999999,903.0
1.0,1.0,11,November,Male,Yes,"No, never",626.3943000000002,903.0
1.0,1.0,8,August,Male,Yes,"No, never",552.7333,903.0
1.0,1.0,1,January,Female,Yes,"No, never",613.9359000000001,903.0
1.0,1.0,2,February,Female,Yes,"No, never",605.4893999999999,903.0
1.0,1.0,7,July,Male,Yes,"No, never",585.9174,903.0
1.0,1.0,2,February,Male,Yes,"No, never",645.1593,903.0
1.0,0.0,4,April,Female,Yes,"Yes, twice or more",405.3639999999999,903.0
1.0,,8,August,Male,Yes,"Yes, once",458.63449999999995,903.0
1.0,0.0,12,December,Female,Yes,,383.8102,903.0
1.0,1.0,5,May,Male,Yes,"No, never",644.897,903.0
1.0,0.0,10,October,Female,Yes,"No, never",567.1807,903.0
1.0,1.0,9,September,Male,Yes,"Yes, once",458.1654,903.0
1.0,0.0,3,March,Male,Yes,"Yes, once",520.4158,903.0
1.0,,8,August,Female,Yes,,341.2007,903.0
1.0,1.0,9,September,Female,Yes,"No, never",413.30820000000006,903.0
1.0,0.0,4,April,Male,Yes,"No, never",597.8835,903.0
1.0,0.0,1,January,Male,Yes,"No, never",607.4585,903.0
1.0,1.0,1,January,Male,Yes,"No, never",458.2972,903.0
1.0,1.0,10,October,Male,Yes,"No, never",591.2808,903.0
1.0,1.0,12,December,Male,Yes,"No, never",438.94989999999996,1466.0
0.0,0.0,6,June,Male,Yes,"Yes, once",473.00780000000003,1466.0
1.0,0.0,6,June,Female,Yes,"No, never",588.2366,1466.0
1.0,1.0,5,May,Male,Yes,"Yes, once",495.22479999999996,1466.0
1.0,0.0,9,September,Female,Yes,"Yes, once",308.4151,1466.0
1.0,0.0,1,January,Female,Yes,"No, never",523.2484,1466.0
1.0,1.0,6,June,Male,Yes,"Yes, once",381.6971,1466.0
1.0,1.0,9,September,Male,Yes,"Yes, once",408.38250000000005,1466.0
1.0,1.0,6,June,Male,Yes,,412.5766,1466.0
1.0,1.0,3,March,Male,Yes,"No, never",444.6469,1466.0
1.0,0.0,11,November,Male,Yes,"No, never",526.1811,1466.0
1.0,0.0,9,September,Male,Yes,"Yes, once",469.3571,1466.0
1.0,1.0,5,May,Male,Yes,"Yes, once",409.5272,1466.0
0.0,0.0,12,December,Female,Yes,"Yes, once",322.6968,1466.0
1.0,,5,May,Male,Yes,"No, never",444.9902,1466.0
1.0,1.0,12,December,Male,Yes,"Yes, once",436.76599999999996,1466.0
1.0,,4,April,Female,Yes,"No, never",520.9725999999998,1466.0
1.0,0.0,7,July,Female,Yes,"No, never",485.7982,1466.0
1.0,0.0,10,October,Female,Yes,"Yes, once",435.43950000000007,1466.0
1.0,1.0,8,August,Female,Yes,"Yes, once",394.52439999999996,1466.0
1.0,1.0,12,December,Female,Yes,"No, never",513.9653000000001,1466.0
1.0,0.0,4,April,Female,Yes,"Yes, once",583.1867,1466.0
1.0,1.0,12,December,Male,Yes,"No, never",409.4929,1466.0
1.0,0.0,5,May,Female,Yes,"No, never",468.0197,1466.0
